restaurant_id,date,metro_station,rest_name,full_address,target,longitude,latitude,chain_flg,avg_bill,rest_type,metro_distance,center_distance,avg_rating,rating_count,review_count,comp_100m,comp_200m,comp_300m,comp_rating_avg_100m,comp_rating_avg_200m,comp_rating_avg_300m,flag_no_comp_100m,flag_no_comp_200m,reviews_count_collected,avg_review_len_chars,avg_review_len_words,positive_share,neutral_share,negative_share,avg_sentiment_score,service_complaint_share,food_complaint_share,price_complaint_share,negative_service_share,negative_food_share,negative_price_share,service_among_negative_share,food_among_negative_share,price_among_negative_share,spark_link,egrul_flg,revenue_2025_m,net_profit_2025_m,arbitration_case_count,inspection_count,inn
453,2025-04-21 0:00:00,Пушкинская,Sha,Малый Палашевский пер. 2/8,1.0,37.601964,55.764872,0.0,1400.0,Café,372.0,1405,4.1,124.0,83,8.0,22.0,51.0,4.4857,4.3833,4.3143,0,0,50,323,51,0.44,0.08,0.48,-0.04,0.12,0.22,0.22,0.08,0.18,0.18,0.1667,0.375,0.375,-,-,-,-,-,-,-
454,2025-04-22 0:00:00,Кропоткинская,Free&Co,"Болотной Набережной, 3с3",1.0,37.610221,55.740085,0.0,700.0,Fast-food outlet,709.0,1807,4.4,70.0,47,7.0,18.0,22.0,4.4833,4.3062,4.3263,0,0,50,283,44,0.4,0.04,0.56,-0.16,0.26,0.22,0.04,0.26,0.18,0.02,0.4643,0.3214,0.0357,https://spark-interfax.ru/system/home/card#/company/9E0CE142F81A4C5088307A79FEDDFF44/101,0,-,-,24,0,9709008775
455,2025-04-23 0:00:00,Тургеневская,Fucking 60s,ул. Покровка 16,1.0,37.645753,55.759177,0.0,1300.0,Bar,930.0,1801,4.2,116.0,77,12.0,23.0,32.0,4.3917,4.4045,4.4355,0,0,34,155,23,0.7059,0.1471,0.1471,0.5588,0.0588,0.0,0.0,0.0588,0.0,0.0,0.4,0.0,0.0,-,-,-,-,-,-,-
456,2025-04-24 0:00:00,Баррикадная,Enzo,ул. Малая Никитская 24с1,1.0,37.587538,55.759321,0.0,4500.0,Restaurant,545.0,1921,4.4,479.0,319,4.0,13.0,22.0,4.55,4.5923,4.6591,0,0,50,389,57,0.72,0.04,0.24,0.48,0.22,0.18,0.2,0.16,0.14,0.04,0.6667,0.5833,0.1667,-,-,-,-,-,-,-
457,2025-04-26 0:00:00,Парк культуры,Carte Blanche,Пречистенская наб. 5,1.0,37.60039,55.736372,0.0,3500.0,Restaurant,391.0,2414,4.6,78.0,52,3.0,4.0,7.0,4.35,4.5667,4.6,0,0,31,128,19,0.8065,0.0323,0.1613,0.6452,0.0,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
458,2025-04-27 0:00:00,Маяковская,Слет,"1-я Тверская-Ямская ул., 4",1.0,37.594257,55.771443,0.0,1200.0,Restaurant,178.0,2271,4.4,257.0,171,4.0,14.0,36.0,4.325,4.6429,4.5176,0,0,50,345,52,0.82,0.02,0.16,0.66,0.14,0.12,0.04,0.08,0.08,0.0,0.5,0.5,0.0,-,-,-,-,-,-,-
459,2025-04-28 0:00:00,Смоленская,Opus,"ул. Новый Арбат, 21",1.0,37.586733,55.751924,0.0,5500.0,Restaurant,400.0,1979,4.7,141.0,94,13.0,28.0,43.0,4.65,4.337,4.3902,0,0,50,183,26,0.9,0.02,0.08,0.82,0.06,0.04,0.04,0.02,0.02,0.0,0.25,0.25,0.0,-,-,-,-,-,-,-
460,2025-04-29 0:00:00,Чеховская,Mátes,"ул. Петровка, 24, стр. 2",1.0,37.616506,55.765304,0.0,1000.0,Café,437.0,1059,4.6,65.0,43,9.0,19.0,49.0,4.375,4.4294,4.34,0,0,36,200,31,0.7222,0.0833,0.1944,0.5278,0.1389,0.0556,0.0278,0.0833,0.0278,0.0278,0.4286,0.1429,0.1429,https://spark-interfax.ru/system/home/card#/company/D32A4B22C73E3031E053219AA8C07FE0/101,0,48,"-3,6",1,2,9704106923
461,2025-04-30 0:00:00,Цветной бульвар,Divino,"Большой Сухаревский переулок, д. 5, стр. 2",1.0,37.626855,55.770662,1.0,2000.0,Restaurant,510.0,1751,4.2,79.0,53,4.0,14.0,21.0,4.1,4.4462,4.525,0,0,28,125,17,0.75,0.0714,0.1786,0.5714,0.0357,0.0714,0.0357,0.0357,0.0357,0.0,0.2,0.2,0.0,https://spark-interfax.ru/system/home/card#/company/E751A0EE1427441BE053259AA8C0954C/101,0,-,"-1,5",20,0,5027309187
462,2025-05-01 0:00:00,Пушкинская,Divino,"Малый Патриарший пер. 5, с.1",1.0,37.591295,55.76329,1.0,2000.0,Restaurant,1056.0,1845,4.2,53.0,35,8.0,18.0,42.0,4.6,4.6471,4.5763,0,0,30,118,16,0.7333,0.1,0.1667,0.5667,0.0333,0.0667,0.0333,0.0333,0.0333,0.0,0.2,0.2,0.0,https://spark-interfax.ru/system/home/card#/company/E751A0EE1427441BE053259AA8C0954C/101,0,-,"-1,5",20,0,5027309187
463,2025-05-02 0:00:00,Арбатская,“Марат и Журавль”,"Никитский бул., 12",1.0,37.600777,55.755444,0.0,1700.0,Bar,491.0,1053,4.7,26.0,17,5.0,11.0,22.0,4.76,4.7091,4.7136,0,0,14,169,25,0.8571,0.0714,0.0714,0.7857,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
464,2025-05-04 0:00:00,Охотный Ряд,Балык - малык рыбная шаверма,"Газетный пер., 3",1.0,37.608019,55.757235,0.0,1500.0,Restaurant,539.0,620,4.3,26.0,17,3.0,15.0,36.0,4.6,4.54,4.6529,0,0,15,182,27,0.7333,0.0667,0.2,0.5333,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
465,2025-05-05 0:00:00,Театральная,Антрекот,"Театральный пр., 2",1.0,37.621642,55.75847,0.0,4500.0,Restaurant,181.0,390,5.0,1818.0,1212,6.0,29.0,66.0,4.4167,4.2,4.2305,0,0,50,435,62,0.86,0.02,0.12,0.74,0.08,0.06,0.04,0.02,0.06,0.0,0.1667,0.5,0.0,-,-,-,-,-,-,-
466,2025-05-06 0:00:00,Павелецкая,ABC Coffee Roasters,"Павелецкая площадь, 3",1.0,37.639925,55.73096,1.0,1300.0,Coffee shop,148.0,3095,4.3,55.0,37,13.0,56.0,88.0,4.5909,4.1271,4.1808,0,0,25,231,35,0.68,0.2,0.12,0.56,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,https://spark-interfax.ru/system/home/card#/company/653C09BA924F4AD9E0531B9AA8C0421B/101,0,468,"9,5",17,4,5505058410
467,2025-05-07 0:00:00,Маяковская,Манаиш,"1-я Тверская-Ямская ул., 2, стр. 1",1.0,37.596972,55.770402,0.0,1200.0,Café,81.0,2074,4.3,33.0,22,15.0,33.0,50.0,4.5692,4.5581,4.5222,0,0,21,182,27,0.6667,0.1905,0.1429,0.5238,0.0476,0.0,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
468,2025-05-08 0:00:00,Курская,Crunchy Dream,"Земляной Вал, 33",1.0,37.658786,55.757514,1.0,800.0,Fast-food outlet,69.0,2584,4.8,75.0,50,18.0,40.0,50.0,4.1824,4.2059,4.2,0,0,50,139,21,0.74,0.0,0.26,0.48,0.06,0.0,0.0,0.06,0.0,0.0,0.2308,0.0,0.0,https://spark-interfax.ru/system/home/card#/company/B191FEFB0D341EE8E053219AA8C03C66/101,0,572,"4,6",10,0,9703019530
469,2025-05-09 0:00:00,Лубянка,БлинБери,Мясницкая 11,1.0,37.632658,55.761729,1.0,800.0,Fast-food outlet,409.0,1150,4.4,75.0,50,14.0,32.0,54.0,4.5,4.531,4.3837,0,0,50,190,29,0.66,0.06,0.28,0.38,0.24,0.08,0.04,0.18,0.06,0.0,0.6429,0.2143,0.0,https://spark-interfax.ru/system/home/card#/company/B10E0B76D9C942019A908206EFAEC64E/101,0,"41,1",1,33,1,3444197280
470,2025-05-10 0:00:00,Китай-город,Тихий и игристый,"Большой Спасоглинищевский пер., 9/1с10",1.0,37.637348,55.75496,0.0,1500.0,Bar,256.0,1239,4.8,83.0,55,13.0,28.0,43.0,4.5923,4.5778,4.5683,0,0,35,152,22,0.8571,0.0857,0.0571,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
471,2025-05-11 0:00:00,Чеховская,Gigi,"ул. Малая Дмитровка, 3",1.0,37.606105,55.767192,0.0,2500.0,Restaurant,383.0,1457,4.6,194.0,129,13.0,27.0,49.0,4.5417,4.5269,4.5271,0,0,50,396,60,0.7,0.04,0.26,0.44,0.12,0.14,0.1,0.06,0.08,0.02,0.2308,0.3077,0.0769,-,-,-,-,-,-,-
472,2025-05-12 0:00:00,Китай-город,Шиворот,"Подкопаевский переулок, 4с6А",1.0,37.641628,55.753865,0.0,1000.0,Bar,545.0,1519,4.8,73.0,49,2.0,10.0,38.0,4.75,4.2111,4.4273,0,0,39,116,17,0.8974,0.0256,0.0769,0.8205,0.0,0.0513,0.0256,0.0,0.0,0.0,0.0,0.0,0.0,https://spark-interfax.ru/system/home/card#/physicalperson/inn-772409325654/1,ИП,-,-,0,0,772409325654
473,2025-05-13 0:00:00,Китай-город,Zindan,"ул. Солянка, 1/2с1",1.0,37.637755,55.753816,0.0,4500.0,Restaurant,324.0,1280,4.3,13.0,9,27.0,39.0,50.0,4.5593,4.5189,4.5617,0,0,10,132,19,0.7,0.1,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://spark-interfax.ru/system/home/card#/company/B025EBC4AD444228BB9DFC1D62831EC8/101,0,"21,5","-3,5",2,0,7725721267
474,2025-05-14 0:00:00,Курская,тропа,"Старая Басманная улица, 6, стр. 3",1.0,37.657612,55.764348,0.0,700.0,Bar,750.0,2678,4.8,378.0,252,1.0,7.0,12.0,4.9,4.5286,4.6333,0,0,50,260,37,0.64,0.0,0.36,0.28,0.26,0.0,0.0,0.18,0.0,0.0,0.5,0.0,0.0,-,-,-,-,-,-,-
475,2025-05-16 0:00:00,Парк культуры,Котлета по-киевски,"ул. Тимура Фрунзе, 11, стр. 13",1.0,37.588824,55.734498,0.0,800.0,Café,364.0,2976,4.0,32.0,21,19.0,29.0,62.0,3.72,4.0522,4.2278,0,0,21,185,28,0.4762,0.0952,0.4286,0.0476,0.0476,0.3333,0.0,0.0476,0.2857,0.0,0.1111,0.6667,0.0,https://spark-interfax.ru/system/home/card#/physicalperson/inn-772590151462/1,ИП,-,-,0,0,772590151462
476,2025-05-17 0:00:00,Китай-город,Rockstar Dogs,"ул. Солянка, 1/2с1",1.0,37.637755,55.753816,1.0,1000.0,Fast-food outlet,324.0,1280,5.0,422.0,281,23.0,34.0,44.0,4.6,4.4758,4.4953,0,0,50,374,55,0.88,0.02,0.1,0.78,0.14,0.06,0.0,0.06,0.04,0.0,0.6,0.4,0.0,-,-,-,-,-,-,-
477,2025-05-18 0:00:00,Лубянка,Frankie pizza,"Никольская ул., 10",1.0,37.624478,55.757888,1.0,1000.0,Pizzeria,264.0,489,4.6,27.0,18,28.0,45.0,92.0,3.9481,4.1333,4.1302,0,0,19,217,36,0.7895,0.0526,0.1579,0.6316,0.0526,0.0526,0.0526,0.0,0.0,0.0,0.0,0.0,0.0,https://spark-interfax.ru/system/home/card#/company/6596613512BD7B04E0531B9AA8C03C93/101,0,"40,8","2,8",11,2,7703442252
478,2025-05-19 0:00:00,Китай-город,Bacaro Pizza & vino,"ул. Покровка, 4, стр. 1",1.0,37.640601,55.758442,0.0,1500.0,Pizzeria,575.0,1469,4.9,81.0,54,16.0,27.0,40.0,4.475,4.4038,4.4237,0,0,50,199,30,0.92,0.02,0.06,0.86,0.04,0.08,0.04,0.02,0.06,0.0,0.3333,1.0,0.0,https://spark-interfax.ru/system/home/card#/company/D3D4D0D1E742418AE053259AA8C0E50E/101,1,-,-,-,-,7743372393
479,2025-05-20 0:00:00,Тверская,Smoke&Mirrors,"Столешников пер., 9, стр. 1",1.0,37.615171,55.763163,0.0,2000.0,Bar,569.0,833,4.1,3.0,2,5.0,19.0,34.0,4.64,4.6789,4.5588,0,0,1,36,5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
480,2025-05-21 0:00:00,Добрынинская,Котлеты по-киевски №1,"Погорельский пер., 37",1.0,37.620865,55.732456,0.0,500.0,Café,200.0,2604,4.7,55.0,37,4.0,6.0,18.0,4.4,4.42,4.5938,0,0,34,145,21,0.8529,0.0294,0.1176,0.7353,0.1176,0.0294,0.0,0.0588,0.0,0.0,0.5,0.0,0.0,-,-,-,-,-,-,-
481,2025-05-22 0:00:00,Пушкинская,Boring Coffee,"Тверская, 15",1.0,37.607289,55.762918,0.0,400.0,Coffee shop,235.0,1021,4.3,44.0,29,13.0,23.0,33.0,4.0333,4.075,4.0308,0,0,26,183,26,0.8846,0.0,0.1154,0.7692,0.0769,0.0,0.0,0.0385,0.0,0.0,0.3333,0.0,0.0,-,-,-,-,-,-,-
482,2025-05-23 0:00:00,Тургеневская,Bambini,"Кривоколенный пер., 9, стр. 3",1.0,37.637888,55.762851,0.0,1750.0,Restaurant,363.0,1492,4.8,97.0,65,9.0,36.0,60.0,4.4333,4.5412,4.4983,0,0,41,169,25,0.8049,0.0976,0.0976,0.7073,0.0488,0.0488,0.0,0.0244,0.0244,0.0,0.25,0.25,0.0,https://spark-interfax.ru/system/home/card#/company/F22D8B29C3417C89E053249AA8C02D1C/101,0,"21,2","-15,7",0,0,9714001743
483,2025-05-24 0:00:00,Сухаревская,Long Play,ул. Сретенка 30,1.0,37.63274,55.771053,0.0,4500.0,Restaurant,255.0,1943,4.7,83.0,55,12.0,22.0,32.0,4.7364,4.6857,4.68,0,0,46,181,27,0.913,0.0435,0.0435,0.8696,0.0435,0.0217,0.0217,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
484,2025-05-25 0:00:00,Баррикадная,22 cups,"Новинский бул., 22, стр. 1",1.0,37.584923,55.756423,0.0,1300.0,Coffee shop,300.0,2046,4.5,22.0,15,0.0,4.0,9.0,4.444,4.875,4.5875,1,0,14,116,16,0.8571,0.0,0.1429,0.7143,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
485,2025-05-26 0:00:00,Маяковская,Brew Riot,"4-я Тверская-Ямская ул., 7",1.0,37.597729,55.771859,0.0,1000.0,Coffee shop,230.0,2176,4.6,33.0,22,5.0,20.0,35.0,4.88,4.775,4.5586,0,0,22,104,16,0.9545,0.0,0.0455,0.9091,0.0,0.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
486,2025-05-27 0:00:00,Чеховская,Mi Casa,"ул. Петровка, 23/10с5",1.0,37.615005,55.766272,0.0,2400.0,Restaurant,392.0,1176,4.5,83.0,55,5.0,17.0,48.0,4.3,4.4438,4.5809,0,0,44,242,35,0.8409,0.0227,0.1364,0.7045,0.1136,0.1136,0.0455,0.0227,0.0227,0.0,0.1667,0.1667,0.0,-,-,-,-,-,-,-
487,2025-05-28 0:00:00,Театральная,Trump,"ул. Кузнецкий Мост, 3, стр. 2",1.0,37.616943,55.761668,0.0,2500.0,Club,449.0,654,4.1,55.0,37,5.0,12.0,33.0,4.32,4.525,4.6,0,0,21,157,25,0.7143,0.0476,0.2381,0.4762,0.0476,0.0,0.0,0.0476,0.0,0.0,0.2,0.0,0.0,-,-,-,-,-,-,-
488,2025-05-29 0:00:00,Чистые пруды,Брискет MSK,"Покровка, 7/9-11к1",1.0,37.642037,55.759224,0.0,2500.0,Restaurant,748.0,1576,4.7,80.0,53,13.0,32.0,58.0,4.4308,4.5419,4.5255,0,0,18,74,10,0.9444,0.0,0.0556,0.8889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
489,2025-05-30 0:00:00,Красные Ворота,Well Doner,"Боярский пер., 3/4, стр. 1",1.0,37.646898,55.768405,0.0,1000.0,Restaurant,131.0,2307,4.8,2820.0,1880,6.0,11.0,23.0,04.05,4.2273,4.1682,0,0,50,488,69,0.82,0.0,0.18,0.64,0.5,0.0,0.02,0.14,0.0,0.02,0.7778,0.0,0.1111,https://spark-interfax.ru/system/home/card#/company/3102BCEF6C77497BAF666D83676B30A4/101,0,59,"-13,8",14,0,7731511814
490,2025-05-31 0:00:00,Красные Ворота,est. 1993,"Боярский пер., 3/4с1",1.0,37.646898,55.768405,0.0,1000.0,Bar,131.0,2307,4.8,178.0,119,4.0,8.0,16.0,4.75,4.4286,4.5071,0,0,50,286,42,0.86,0.08,0.06,0.8,0.08,0.08,0.08,0.02,0.02,0.0,0.3333,0.3333,0.0,https://spark-interfax.ru/system/home/card#/company/A1E05367B4024CFDBE63DBE7BA724726/101,1,-,-,-,-,7731500805
491,2025-06-01 0:00:00,Кропоткинская,Babu,"Берсеневская наб., 12, стр. 1",1.0,37.609275,55.742296,0.0,1500.0,Restaurant,483.0,1589,4.6,69.0,46,4.0,11.0,17.0,4.3,4.1333,4.2733,0,0,49,231,35,0.7551,0.0612,0.1837,0.5714,0.1633,0.1224,0.0,0.0816,0.0816,0.0,0.4444,0.4444,0.0,-,-,-,-,-,-,-
492,2025-06-02 0:00:00,Арбатская,"Giulietta, Please, Stop Crying","Никитский бул., 12",1.0,37.600777,55.755444,0.0,2400.0,Bar,491.0,1053,4.4,126.0,84,5.0,11.0,22.0,4.76,4.7091,4.7136,0,0,50,225,34,0.74,0.06,0.2,0.54,0.14,0.06,0.1,0.08,0.06,0.08,0.4,0.3,0.4,-,-,-,-,-,-,-
493,2025-06-03 0:00:00,Маяковская,На Костях,"Большая Садовая ул., 5",1.0,37.593217,55.768219,0.0,2200.0,Restaurant,264.0,2058,4.4,103.0,69,7.0,11.0,25.0,4.4143,4.2364,4.475,0,0,50,224,34,0.64,0.08,0.28,0.36,0.04,0.14,0.06,0.04,0.1,0.02,0.1429,0.3571,0.0714,https://spark-interfax.ru/system/home/card#/company/D32A600A942C3D2CE053219AA8C0A8A3/101,0,-,-,8,0,9710094144
494,2025-06-04 0:00:00,Арбатская,Panini bar,"Никитский бул., 12",1.0,37.600777,55.755444,0.0,700.0,Bar,491.0,1053,4.3,15.0,10,5.0,11.0,22.0,4.76,4.7091,4.7136,0,0,5,61,8,1.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
495,2025-06-05 0:00:00,Павелецкая,Taim,"Кожевническая, 5",1.0,37.643941,55.730251,0.0,1400.0,Café,392.0,3285,4.4,149.0,99,16.0,29.0,66.0,4.3571,4.4375,4.2564,0,0,50,267,40,0.8,0.04,0.16,0.64,0.16,0.12,0.06,0.1,0.06,0.02,0.625,0.375,0.125,-,-,-,-,-,-,-
496,2025-06-06 0:00:00,Трубная,Rex,"Петровский бул., 15, стр. 1",1.0,37.616112,55.768248,0.0,1300.0,Bar,251.0,1387,4.7,110.0,73,2.0,4.0,13.0,4.25,4.275,4.3455,0,0,48,117,17,0.8333,0.125,0.0417,0.7917,0.0,0.0208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
497,2025-06-07 0:00:00,Маяковская,Dude bar,"4-я Тверская-Ямская ул., 6/12",1.0,37.597759,55.772298,0.0,1100.0,Bar,273.0,2215,4.7,21.0,14,3.0,14.0,24.0,4.7667,4.5143,4.5583,0,0,13,157,23,1.0,0.0,0.0,1.0,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
498,2025-06-08 0:00:00,Китай-город,Tacoco,"ул. Покровка, 9, стр. 1",1.0,37.642807,55.759159,0.0,900.0,Café,733.0,1621,4.4,36.0,24,16.0,40.0,68.0,4.4563,4.4103,4.3754,0,0,31,206,33,0.871,0.0323,0.0968,0.7742,0.0323,0.0323,0.129,0.0323,0.0,0.0,0.3333,0.0,0.0,-,-,-,-,-,-,-
499,2025-06-09 0:00:00,Тургеневская,KICHI,"ул. Сретенка, 5, стр. 1",1.0,37.631413,55.767378,0.0,2400.0,Restaurant,401.0,1551,4.5,34.0,23,12.0,28.0,48.0,4.65,4.6107,4.6021,0,0,15,176,24,0.9333,0.0667,0.0,0.9333,0.0667,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://spark-interfax.ru/system/home/card#/company/CBA9159A3C222F08E053219AA8C05ABB/101,0,"246,5","23,2",2,1,9702036269
500,2025-06-10 0:00:00,Баррикадная,Barracuda,ул. Садовая-Кудринская 24/27,1.0,37.588668,55.762892,0.0,1100.0,Hookah lounge,604.0,1974,4.7,50.0,33,3.0,5.0,8.0,4.7667,4.775,4.6833,0,0,9,115,11,0.2222,0.0,0.7778,-0.5556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://spark-interfax.ru/system/home/card#/company/3E82B51862704FFDA8FFA0F4691DE085/101,0,"3,6","-0,16",6,0,7703012926
501,2025-06-11 0:00:00,Баррикадная,О Море Море & Wine,"ул. Спиридоновка, 12",1.0,37.594439,55.759866,0.0,2400.0,Restaurant,946.0,1518,4.7,109.0,73,0.0,10.0,29.0,4.5181,4.25,4.425,1,0,50,211,31,0.82,0.06,0.12,0.7,0.06,0.04,0.04,0.02,0.02,0.02,0.1667,0.1667,0.1667,https://spark-interfax.ru/system/home/card#/company/C46F0C7F97B72D91E053219AA8C0C85A/101,0,-,-,0,0,9703037138
502,2025-06-12 0:00:00,Третьяковская,Zvon,"Пятницкая ул., 4/2с9",1.0,37.627073,55.744873,0.0,500.0,Coffee shop,409.0,1352,4.7,50.0,33,14.0,33.0,64.0,4.5071,4.6154,4.517,0,0,50,302,44,0.86,0.06,0.08,0.78,0.08,0.14,0.08,0.02,0.06,0.02,0.25,0.75,0.25,-,-,-,-,-,-,-
503,2025-06-13 0:00:00,Чистые пруды,Бобры и утки,"Чистопрудный бул., 1А",1.0,37.640054,55.764722,0.0,2250.0,Café,134.0,1720,4.5,1503.0,1002,8.0,18.0,34.0,4.1714,4.0588,4.25,0,0,50,440,67,0.68,0.08,0.24,0.44,0.18,0.18,0.02,0.08,0.08,0.02,0.3333,0.3333,0.0833,https://spark-interfax.ru/system/home/card#/company/763262AE5E7847AE9EB6936663D47ED6/101,0,"50,8","0,767",2,0,7701944761
504,2025-06-14 0:00:00,Баррикадная,Mina Bar,"Малая Никитская ул., 16/5",1.0,37.591589,55.758703,0.0,2500.0,Restaurant,806.0,1659,4.9,2243.0,1495,4.0,5.0,8.0,4.8,4.82,4.675,0,0,50,642,95,0.82,0.08,0.1,0.72,0.12,0.08,0.1,0.0,0.04,0.04,0.0,0.4,0.4,https://spark-interfax.ru/system/home/card#/company/424B14402D4B45349B7C6B2C46B572E5/101,0,7,"-0,83",1,0,7810266724
505,2025-06-15 0:00:00,Сретенский бульвар,Oll,"Сретенский бул., 1",1.0,37.632496,55.766965,0.0,2000.0,Café,420.0,1552,4.3,126.0,84,10.0,31.0,41.0,4.55,4.5806,4.5829,0,0,50,230,35,0.66,0.08,0.26,0.4,0.08,0.14,0.1,0.08,0.06,0.08,0.3077,0.2308,0.3077,-,-,-,-,-,-,-
506,2025-06-16 0:00:00,Охотный Ряд,Жар-птица,"Никольская ул., 5/1с3",1.0,37.619854,55.755749,0.0,2300.0,Restaurant,298.0,141,4.3,59.0,39,3.0,22.0,40.0,4.75,4.2474,4.2912,0,0,29,262,37,0.5517,0.1379,0.3103,0.2414,0.1724,0.1379,0.069,0.1724,0.069,0.0,0.5556,0.2222,0.0,-,-,-,-,-,-,-
507,2025-06-17 0:00:00,Театральная,4rest,"ул. Большая Дмитровка, 10, стр. 4",1.0,37.615024,55.761249,0.0,2700.0,Restaurant,457.0,627,4.3,20.0,13,16.0,49.0,67.0,4.3875,4.575,4.5677,0,0,10,146,21,0.7,0.2,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://spark-interfax.ru/system/home/card#/company/1E3499A233910292E063259AA8C08A48/101,0,"4,8",-18,0,0,9715489570
508,2025-06-18 0:00:00,Китай-город,Кому люлей?,"ул. Маросейка, 9",1.0,37.634439,55.757758,0.0,800.0,Café,282.0,1076,4.3,141.0,94,39.0,61.0,70.0,4.2108,4.3534,4.3182,0,0,50,292,45,0.52,0.1,0.38,0.14,0.14,0.3,0.1,0.08,0.18,0.04,0.2105,0.4737,0.1053,https://spark-interfax.ru/system/home/card#/company/C617A9011BF81156E053219AA8C0269E/101,0,-,-,2,0,7730265901
509,2025-06-19 0:00:00,Тверская,From Berlin,"Малый Патриарший переулок, 5с1",1.0,37.591295,55.76329,0.0,1500.0,Café,964.0,1845,4.4,161.0,107,6.0,19.0,47.0,4.6333,4.6,4.5643,0,0,50,216,33,0.62,0.14,0.24,0.38,0.1,0.0,0.06,0.06,0.0,0.04,0.25,0.0,0.1667,https://spark-interfax.ru/system/home/card#/company/C058556AAEA6157CE053219AA8C0BA8E/101,0,"257,3","12,7",0,1,9705154944
510,2025-06-20 0:00:00,Чистые пруды,Cocky's irish pub,"ул. Покровка, 16",1.0,37.645753,55.759177,0.0,1000.0,Pub,846.0,1801,4.6,170.0,113,12.0,23.0,31.0,4.3917,4.4045,4.4167,0,0,50,219,32,0.76,0.04,0.2,0.56,0.1,0.1,0.06,0.04,0.06,0.04,0.2,0.3,0.2,-,-,-,-,-,-,-
511,2025-06-21 0:00:00,Павелецкая,Гёдза Мазая,"Новокузнецкая ул., 39, стр. 1",1.0,37.635582,55.732355,0.0,1300.0,Café,245.0,2840,4.6,160.0,107,7.0,20.0,63.0,4.3571,4.2944,4.4153,0,0,50,278,41,0.88,0.08,0.04,0.84,0.04,0.06,0.02,0.0,0.04,0.0,0.0,1.0,0.0,https://spark-interfax.ru/system/home/card#/physicalperson/inn-520901646484/1,ИП,-,-,-,-,520901646484
512,2025-06-22 0:00:00,Лубянка,Twig,"Мясницкая ул., 22, стр. 1",1.0,37.634334,55.76204,0.0,2700.0,Café,517.0,1256,4.7,140.0,93,20.0,65.0,76.0,4.5444,4.5017,4.5014,0,0,50,257,38,0.84,0.04,0.12,0.72,0.14,0.06,0.0,0.1,0.04,0.0,0.8333,0.3333,0.0,-,-,-,-,-,-,-
513,2025-06-23 0:00:00,Китай-город,Brew&Vibe,"ул. Солянка, 1/2с2",1.0,37.638772,55.753435,0.0,550.0,Fast-food outlet,400.0,1351,4.2,17.0,11,5.0,32.0,43.0,4.8,4.4839,4.4683,0,0,4,72,10,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
514,2025-06-24 0:00:00,Цветной бульвар,Hungry Girl,"Садовая-Самотёчная, 20с1",1.0,37.61949,55.773238,0.0,2500.0,Restaurant,276.0,1943,4.2,85.0,57,9.0,19.0,30.0,4.6444,4.6789,4.4793,0,0,50,334,51,0.48,0.16,0.36,0.12,0.36,0.16,0.1,0.24,0.1,0.02,0.6667,0.2778,0.0556,-,-,-,-,-,-,-
515,2025-06-25 0:00:00,Тверская,Турецкая лавка,"Тверская, 15",1.0,37.607289,55.762918,0.0,700.0,Café,204.0,1021,4.4,36.0,24,15.0,34.0,51.0,4.1455,4.1731,4.1512,0,0,24,177,26,0.9167,0.0417,0.0417,0.875,0.0417,0.0,0.0417,0.0,0.0,0.0417,0.0,0.0,1.0,-,-,-,-,-,-,-
